year,release_date,track,artists,id
2009,2009-01-01,Tell Me Something I Don't Know,['Selena Gomez & The Scene'],6nhvIZeu7g6OsDCLj1DKLl
2009,2009-11-23,Never Knew I Needed,['Ne-Yo'],76ati4YtRJe4vkpcL5VFy5
2009,2009-10-01,Sugar Shack,['Jimmy Gilmer & The Fireballs'],7g0RYi9itCZ1NqmE1h6RLp
2009,2009-01-01,No Lo Beses,['Alejandro Fernández'],3cX7KNREYC4NBntB6ccHHt
2009,2009-01-01,Feel That Fire,['Dierks Bentley'],0U7Q336Pth6J3mPy736fQq
2009,2009-06-02,Keelhauled,['Alestorm'],6pKA3P1JERZutikZtZpoUo
2009,2009-09-28,Where the Lines Overlap,['Paramore'],0ZgpvjwRIwTEUkDPWHhTE3
2009,2009-07-07,"Move, Shake, Drop","['Dj Laz', 'Flo Rida', 'Casely']",4e5IMo6PsFM3685ZY0wvEQ
2009,2009-11-10,Yo Quiero Bailar,['Ivy Queen'],5dg7bnBMVAEtXHkF4UZQlu
2009,2009-06-12,"It's Alright, It's OK",['Ashley Tisdale'],1bYtKF2sY2wLU6xdVaqIqD
2009,2009-09-08,She's Not the Cheatin' Kind,['Brooks & Dunn'],55GofQZpujDbkLzoGGBmTf
2009,2009-08-21,Never Surrender,['Skillet'],4MoVvVkDGFNtQPHciZgG3w
2009,2009-01-01,El Sonidito,['Hechizeros Band'],1ABT0icyBV5o5rwNM6gN2T
2009,2009-02-28,Smoke & Drive,"['Mike Posner', 'Jackie Chain', 'Big Sean', 'Donnis']",3nPs9fSYEZAd5rzf0mJG1y
2009,2009-08-31,Successful (with Drake),['Trey Songz'],2SItJHNsf37kaAi3IXjyft
2009,2009-01-13,Sweet Inspiration,['The Derek Trucks Band'],6RMhGW31lycj4UqKsLIJyr
2009,2009,Rabbit Heart (Raise It Up),['Florence + The Machine'],5RoLLyMmaEG4WiVMlp7r59
2009,2009-09-18,Express Yourself,['Madonna'],6ioBgySxoeQKALvAeLEmId
2009,2009-04-30,Fire Burning,['Sean Kingston'],7gDKfEMIhyyO4asgEXwcrs
2009,2009-01-01,In My Dreams (Cudder Anthem),['Kid Cudi'],3AekRdo1dDMfszL3jAoViv
2009,2009-04-10,Call Me,['In This Moment'],4Mpm64J9yqluKaOssgVQ9P
2009,2009-01-27,When I Fall in Love (feat. Chris Botti),"['Renee Olstead', 'Chris Botti']",7wwDhqPS3gxRDenfX2GtiT
2009,2009-03-03,"My Quiet Spirit, Pt. 2",['Liquid Mind'],25rI30uBi5TjBAN4p2pwpr
2009,2009-01-01,Video Killed The Radio Star - Single Version,['The Buggles'],7nm8w9dMwTjlWDosdnxBSn
2009,2009-08-03,Bright Side of Life,['Rebelution'],1iRkV43nWs87PCuheUhBXn
2009,2009-07-14,September,['Daughtry'],21RRhjnMsrvQpeQ10ptSBZ
2009,2009-07-14,Somebody Made For Me,['Emitt Rhodes'],2hq50hCUUknhUXZ9uL3wgq
2009,2009-01-01,Hollywood Whore,['Papa Roach'],2nAUcVNxXpOTohdYdONend
2009,2009-02-03,Exploration,"['Bruno Coulais', 'Mathilde Pellegrini', 'Laurent Petitgirard', 'Hungrarian Symphony Orchestra Budapest', 'Hélène Breschand']",3TZ5SUq3BSWYSJCg5Xke8k
2009,2009-08-21,One Day Too Late,['Skillet'],6JLnc7pF4WUzQ6BWONpc7j
2009,2009-05-15,Bagpipes From Baghdad,['Eminem'],1d5jcRB7Ri9ZA0sFh1Moke
2009,2009-11-03,Vibes Alive,['Stick Figure'],5HelAtp8gMcZchLajJRmqS
2009,2009-05-19,Bohemian Rhapsody,['Rockabye Baby!'],2OWOkkAQv7KFlScZymrfZ4
2009,2009-09-22,Deference for Darkness,"[""Martin O'Donnell"", 'Michael Salvatori']",4RyqpTW0gEKkVgFeNO50Ii
2009,2009-08-06,Flight to Amsterdam,['White Noise Therapy'],1IjRDlRGx7GdLRDtzGxGs9
2009,2009-01-01,Easy,['Commodores'],210g0ApTMDQvGFTWSnioAA
2009,2009-11-05,Just Dance,"['Lady Gaga', ""Colby O'Donis""]",3QuEpyj4kTRWiWuckd1hcK
2009,2009-07-14,40 Day Dream,['Edward Sharpe & The Magnetic Zeros'],12WtkO5DLE2CWjRGeXtwEW
2009,2009-09-01,75 and Sunny,['Ryan Montbleau'],2SeENh2LRR9t2xJSfXwtUX
2009,2009-05-15,Closer to Love,['Mat Kearney'],09b5vch8cDyMN8vYA2lEwk
2009,2009-10-09,The Violet Hour,['Sea Wolf'],3707LHvB1Fnru7wRsXPfOZ
2009,2009-06-09,Tree Village,['Dance Gavin Dance'],0C9d07g8OTaJeZVVmjN0pS
2009,2009-05-11,A New Error,['Moderat'],1fmoCZ6mtMiqA5GHWPcZz9
2009,2009-09-08,Believe,['Brooks & Dunn'],02qR0Dbi6JawnhEHD3UxHq
2009,2009-08-19,The '59 Sound,['The Gaslight Anthem'],4T1PtJLCbe7MIsvhQZURXL
2009,2009-01-01,The Mess I Made,['Parachute'],46XMysg4VurmyAQ28tshqz
2009,2009-04-14,Gimme Sympathy,['Metric'],1blxMGAKo9uttR9bHsXCOV
2009,2009-01-01,Eyes Of A Panther,['Steel Panther'],68ZY22YJeDxvcpQCg6u6SX
2009,2009-01-01,My Undead Mummy and Me,['Danny Jacob'],319WGFcwDFpkZZispUwROD
2009,2009-11-03,Your Love Is a Song,['Switchfoot'],1ztW0Lu8SFYrIWmaCy9e5G
2009,2009-01-01,What Do You Say?,"['Mickey Avalon', 'Andre Legacy', 'Dirt Nasty', 'Cisco Adler']",76WdRc5E7ofoKyoZ6y0469
2009,2009-01-01,Baby By Me,"['50 Cent', 'Ne-Yo']",1x075F39Q0zOhjPzPKgG8E
2009,2009-09-08,She Used to Be Mine,['Brooks & Dunn'],5k4kanZ0bLvKEUtXMlJT5b
2009,2009-01-01,Energy,['Keri Hilson'],0VI3YNoksmAn0LMnTVhBkq
2009,2009-01-01,"Never Knew I Needed - From ""The Princess and the Frog""/Soundtrack Version",['Ne-Yo'],2Ei07VELTKHy7bJHWxNDRI
2009,2009-05-25,Fences,['Phoenix'],56W0Wmm2582TQwoxRLGAIX
2009,2009-01-01,Sexy Robotica,['Don Omar'],3Tqf2Y1dGgr7j3mtunEFaQ
2009,2009-09-19,The Fixer,['Pearl Jam'],4J9qfNgyYFAkUK8oIOohN1
2009,2009-05-15,Last of the American Girls,['Green Day'],5Rjm3VIMlxAEIEy5gU2bF7
2009,2009-12-01,All I Want for Christmas Is You - 2005,['My Chemical Romance'],48wRnWDekEx5bCOA9oeVF4
2009,2009-05-01,5 Little Monkeys,['The Kiboomers'],0zWe6zN4Er0oX4I18TL2XH
2009,2009-01-01,T.G.I.F.,"['Kid Cudi', 'Chip Tha Ripper']",1yp5HJr4YAVZeWqkBfAGH5
2009,2009,I'm Not Calling You A Liar,['Florence + The Machine'],3euILOYDltKArnqpupsE1W
2009,2009-09-28,They That Wait,"['Fred Hammond', 'John P. Kee']",7FiP2GdWnBO7A6bTN3Tl0m
2009,2009-05-01,Little Bunny Foo Foo,['The Kiboomers'],4TfwphwH2mCvO1tg7UN26v
2009,2009,Deep Inside,['Hardrive'],22eUyC9vOG2aoP5yHX8VxV
2009,2009-06-02,Funny the Way It Is,['Dave Matthews Band'],4ZOoV2Ofzm5gnM3rVl9q7d
2009,2009-01-01,Delirious,"['Vistoso Bosses', 'Soulja Boy']",0nH3kN1WXrbxZSptazFX1r
2009,2009-01-01,E For Extinction,['Thousand Foot Krutch'],6MEc4axsWAJsOxu7ySKsHT
2009,2009-03-24,Back Stabbin' Betty,['Cage The Elephant'],60AGFQbS6ViLy1dcnL9427
2009,2009-02-09,Coastin',"['Zion I', 'K.Flay']",2FhN2KhUvT91Q3Er4v9Qpd
2009,2009-02-03,10 Laws,['East Forest'],6YPRWU79U3rbxUN1Gy5SoR
2009,2009-11-03,The Pretender,['Foo Fighters'],6HNruFQlzQx4ulL4ppRLYI
2009,2009-08-21,Iktara,"['Amit Trivedi', 'Kavita Seth', 'Amitabh Bhattacharya']",3jtKSUiVDowKNBqVQbWaig
2009,2009-04-20,French Navy,['Camera Obscura'],0xVU3b2ZWl8cq8QuZ6oYPl
2009,2009-11-02,Somebody To Love (Glee Cast Version) - Cover of Queen Song,['Glee Cast'],43wOnyLJcwYfKVNxXZWPDz
2009,2009-01-01,Mi Sangre Prisionera,['Los Tigres Del Norte'],5EsTfNEOxbWZlv9DUvDuO7
2009,2009-01-01,La La La,['LMFAO'],2sPva3d85R7yKf60y7QZpD
2009,2009-09-15,Fear,['Drake'],5WfBl43XUcWng7OnB8LKNW
2009,2009-01-01,Ten Thousand Words,['The Avett Brothers'],0MGMZ1413F9obd1qt4vkhy
2009,2009-11-03,Shake (Feat. Pitbull),"['Ying Yang Twins', 'Pitbull']",1ZKKdGaFNy2dOMHRgkW93Y
2009,2009-07-14,SpongeBob SquarePants Theme Song,['Spongebob Squarepants'],0gthY07uquYTZXfg1Kc5EX
2009,2009-06-12,How Do You Love Someone,['Ashley Tisdale'],1mMIIaZMPKzfI7ZIeseLfH
2009,2009-06-09,Blue Lips,['Regina Spektor'],4HnS7CZWjd8PTQZkh3E1ai
2009,2009-04-21,Shake It Out,['Manchester Orchestra'],4oS1UEAjl1Fs2nCpOAbp9Q
2009,2009-09-08,That Ain't No Way To Go,['Brooks & Dunn'],31qE8JaRGoHtzo4YOuZi5i
2009,2009-01-01,We'll Be A Dream (feat. Demi Lovato),"['We The Kings', 'Demi Lovato']",5L441bJlqd4wSogIp1WFj0
2009,2009,Fading,['Decyfer Down'],0aAnHzjVQxXyvmbOHGAsfD
2009,2009-11-17,Ruby,"['Dave Rawlings Machine', 'David Rawlings']",5H4O7l1j2IzYsrUl0YugK6
2009,2009-11-17,Scumbag Blues,['Them Crooked Vultures'],557jg1bhE6fYKPtfEGZXGG
2009,2009-04-28,Cafo,['Animals As Leaders'],1ZfnGTUnha3QHj3KFmub0W
2009,2009-11-05,LoveGame,['Lady Gaga'],5iHDEI2GIsx3YEa9OXPtRJ
2009,2009-11-16,La Negra Tiene Tumbao,['Celia Cruz'],78UZRdq9Wl3fkFoT12zA4g
2009,2009-05-05,"Cry, Cry, Cry",['Ziggy Marley'],0AFXdMYA1igrP4m4ubYrOf
2009,2009-01-01,Goodbye,['Kristinia DeBarge'],5myYDbAurm1CW038qd4gL2
2009,2009-01-20,Summertime Clothes,['Animal Collective'],3eaJHhtNsKOumLQYU7bnas
2009,2009-01-01,Dog Days Are Over,['Florence + The Machine'],6eN9yBWv9zFVZFXGsPrMxj
2009,2009-02-06,Last Man Standing,['HammerFall'],18S33odAheWBHbVAefiRLM
2009,2009-04-25,Visitation Of The Ghost,['The Brobecks'],0UspsjF4bHzpQdvHvKM3hV
2009,2009-01-01,"Winnie the Pooh - From ""Winnie the Pooh and the Honey Tree""",['Disney Studio Chorus'],7dAhz8AzHFI4qPiv2zF7Xi
2009,2009-01-01,Your Decision,['Alice In Chains'],4oI2qtjY1QHJ7NpYuid5KB
2009,2009-05-15,Beautiful,['Eminem'],7DDxxhExUBH53SFJqXDz4i
2009,2009-10-23,Baby,['Devendra Banhart'],17XvbAd3K1GOjWy5uQvK2U
2009,2009-01-01,Gracias A Ti,['Wisin & Yandel'],3QWlqqpc4EOm52xipzSehQ
2009,2009-01-01,Hatef--k,['The Bravery'],3hNfsR5FLiX6NzyqZVncQi
2010,2010-10-05,Sad Sad City,['Ghostland Observatory'],26T7C1NMXKE7hCWhKH2l0o
2010,2010-12-01,Ella,['Vicente Fernández'],4pZBAD4pdv4A5WqjsYGiJk
2010,2010-05-18,Never Gonna Give You Up,['The Black Keys'],4qjqO5m5e5vebk9upd7xUU
2010,2010-01-01,Find Your Love,['Drake'],18PSaTJMLkFNWnW0NWdOAW
2010,2010-07-23,Victim,['Avenged Sevenfold'],4H2x38N2IZAkZZM69WD1SH
2010,2010-01-12,Cousins,['Vampire Weekend'],1p5fFes80K9IPnZFqNca53
2010,2010,Amigos Tuve Una Novia,['Los Dinamicos Del Norte'],3Q5URFgTK8gBA7EwsSlatW
2010,2010-11-02,Country Boy's World,['Jason Aldean'],3PwT4UE95RrHyn6pheYS4g
2010,2010-11-22,Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack,['Christina Aguilera'],2CVMTJWBqbtaCWNWbcBZae
2010,2010-02-26,Play That Funky Music - Single Version,['Wild Cherry'],1Zg71dOvDOf63sXwYEnGol
2010,2010-03-22,Les eaux de mars,"['Stacey Kent', 'Jim Tomlinson', 'Graham Harvey', 'Matt Skelton', 'John Parricelli', 'Jeremy Brown']",32FfL5hpFQdweMkxg8Z55o
2010,2010-05-21,Lucidity,['Tame Impala'],4aetgBuI5iRQpjy8gdGxY8
2010,2010-06-25,Touchin on My,['3OH!3'],1LjHre9uHSLMuUrKsl6ppX
2010,2010-10-26,Escándalo,['Margarita la diosa de la cumbia'],1Ed4AvDGnUGtU0dYrnwLPg
2010,2010-06-20,Fine!,['Mal Blum'],62h0ZwgpJcV3uYb8FW4QoM
2010,2010-08-20,The Animal,['Disturbed'],1HD8mFfpSGLJnwv6UTLaIv
2010,2010-01-01,Gonna Get This,"['Hannah Montana', 'Iyaz']",1y6Y28gA3mNHSs7RDLrDKs
2010,2010-11-23,I'm in the Mood for Love,['Edward Newton'],5lu7NSkpQQ9QBIQKTnpx0f
2010,2010-12-09,Good day,['IU'],1SwZVVH9BnXtLRLi2cbFhw
2010,2010,Green Eyes,['Wavves'],1iMOLNyzKtIMucwZzQSjZi
2010,2010-12-06,Some Chords,['deadmau5'],2xeqCSNWOe59rGppUKggeF
2010,2010-01-26,Little Black Backpack (Remastered),['Stroke 9'],2ZU0H1Rr1L7rjpZGHjgkAr
2010,2010-02-17,"Eat That Up, Its Good for You",['Two Door Cinema Club'],40l6zWCpxIuS6YLQlFgKYR
2010,2010-11-02,I'm Still a Guy,['Brad Paisley'],10K3cLNxSH5XLs9X951hLR
2010,2010-10-25,Innocent,['Taylor Swift'],3kfgJql90tzgoxByioAMXR
2010,2010-10-25,Haunted - Acoustic Version,['Taylor Swift'],62rlxI6g2PNaWsHoiRryto
2010,2010,Set 'Em Up Joe,['Jamey Johnson'],72bYRsbeXkOLOWfbppe8qS
2010,2010-01-01,Overcome,['Jeremy Camp'],1xBIgVOzLS8zbi4vcFSqMK
2010,2010-01-01,Winter Wonderland - Bonus Track,['Jason Mraz'],73NZ1t4e6sLTQabjeaJQxe
2010,2010-05-04,Life Goes On,"['8Ball', 'MJG']",6CBxNLo7JvgfexIvv0y8kN
2010,2010-11-02,Church Pew or Bar Stool,['Jason Aldean'],2qzgMPnE4MxNz4NLG9LvOS
2010,2010-06-18,Untitled,['Eminem'],44ut2KJnt0HQMnUaMlDv9W
2010,2010-03-22,La vénus du mélo,"['Stacey Kent', 'Matt Skelton', 'John Parricelli', 'Jeremy Brown']",7tk8lPTwBw2CYefi2QWR2d
2010,2010-05-18,Lay It on the Line,['Triumph'],13oTolCTQHwtcs1xp8m2He
2010,2010-10-01,Scooby-Doo (Scooby-Doo Theme Song),['Ohio Express'],1qZFiIbbctH69MjJzkP0hh
2010,2010-02-17,Cigarettes In the Theatre,['Two Door Cinema Club'],2Vfbf60Ujpom3Bcljzw7Dd
2010,2010-11-24,Sexy Bitch (feat. Akon),"['David Guetta', 'Akon']",6pL7puHxh1psrLzrAlobxQ
2010,2010-10-01,Corrido De La Muerta,['Los terribles Del Norte'],2rr90xS2B05xvZdQ0WJykz
2010,2010-05-25,Chinatown,['Wild Nothing'],0UQc1EkgxdIB3nGVTuAXKI
2010,2010-01-01,Runaway Love,['Justin Bieber'],1xgN9KBVVoTNygpYjpXnvH
2010,2010-01-01,Comandos Del M.P (500 Balazos),['Voz De Mando'],2vtB7ASUDlJkTB7sn1yugu
2010,2010-10-20,Otherside (feat. Fences) [Ryan Lewis Remix],['Macklemore & Ryan Lewis'],3JIqogHHQIQW1uJ5Yivb88
2010,2010-12-21,Rock 'n' Roll (Will Take You to the Mountain),['Skrillex'],2TkoUq8sPXmc4KYzKBiTWT
2010,2010-10-05,El Hombre Que Más Te Amó,['Vicente Fernández'],3L1JzwKjjUr76VOdM9zwHk
2010,2010-02-09,De Qué Me Sirve la Vida,['Camila'],3YHGqAHprVEArAxLzaBE6O
2010,2010-01-01,Light Up,"['Drake', 'JAY-Z']",0PWQqF5PvqRq0OPLSH0FKI
2010,2010-08-27,Imported Goods,['Action Bronson'],697zIbTO0LMhupzGblYREm
2010,2010-08-23,La Complicidad,['Cultura Profética'],0WtBYZlCYJqYO2eTIG4tb3
2010,2010-10-12,Futile Devices,['Sufjan Stevens'],4VNWVzVj6QnNwasZBjPGdu
2010,2010-08-24,Firework,['Katy Perry'],0kUMtZVaYb7EETkBdrEXXA
2010,2010-09-28,Rich Kids - [Middle Cla$$ MIX],['New Medicine'],7ARLbcqLgOrBI2JfzfKtHD
2010,2010-01-01,End of Line,['Daft Punk'],72MoCPAnz0UljAVmwHHw3Y
2010,2010-10-11,City Is Ours,['Big Time Rush'],2UI9qShtz4xwB4BvzVAAiM
2010,2010,Riverside,['Agnes Obel'],7kaub3iYrvVz5gaPVemsWE
2010,2010-11-22,But I Am A Good Girl - Burlesque Original Motion Picture Soundtrack,['Christina Aguilera'],3OYOZLoYStvNnGpsiCxrBf
2010,2010-08-31,1968,['Turnpike Troubadours'],0CsT3gRGhXrMRUBxwgMFNk
2010,2010-05-05,You and Me,"['SOJA', 'Chris Boomer']",0DmZM13fo3Oq96ZWyHWpiL
2010,2010-11-09,Wild’n Cuz I’m Young,['Kid Cudi'],0HEfiw4FFDxMTfCIf6k3J5
2010,2010-11-19,Sleazy,['Kesha'],5YLWZYFV2GMaKfr91sZvZg
2010,2010-10-25,Superman,['Taylor Swift'],2R7C9dDqv1UPycvepBFziA
2010,2010-02-15,Seventeen,['MARINA'],5UmLoBLWWRnqGhPfVWRgGd
2010,2010-05-18,Total Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),"['Glee Cast', 'Jonathan Groff']",4KLp7sKY2YCzaSQelZZjZr
2010,2010-01-01,I'm Awesome,['Spose'],1qsoQzhJM3eHiF6EFjajZL
2010,2010-01-01,All I Want For Christmas Is You,['Mariah Carey'],1gNYgcUv09qq8sXcCiRmFj
2010,2010-07-13,What Do You Want,['Jerrod Niemann'],6bdDMSGOpu4u2AT4rarSDc
2010,2010-11-19,La Vuelta Al Mundo,['Calle 13'],1jlKdNbOA90rjnt88GJnwO
2010,2010-11-02,"Bon, Bon",['Pitbull'],2sFU5bR4Nsk0SWtZZIc36r
2010,2010-01-01,I Just Wanna Party,"['Yelawolf', 'Gucci Mane']",2A7ZlQRIhZhsJC7bk7hGNB
2010,2010,La Ultima Sombra,['Gerardo Ortiz'],6Z5k18VPZu4b1IaIQmbecn
2010,2010-11-29,One Thing - Acoustic,['One Direction'],1LmwMw97uG572wZ3hohkNt
2010,2010-09-28,Deadbeat Summer,['Neon Indian'],0O3YOl3BI4iKDByiTNvk1a
2010,2010,From Where You Are,['Lifehouse'],5ef3mAxAAjk93V6IpriOrz
2010,2010-06-25,Double Vision,['3OH!3'],3o2ESAMet1zR1aASlzrIxO
2010,2010-05-18,"Just Begun (feat. Jay Electronica, J. Cole and Mos Def)","['Talib Kweli', 'Hi-Tek']",4lHN90buToyId0wJsdl7ij
2010,2010,Pensando en Ti,['Canserbero'],2auNjgM4xIOANxtZT4Xe9z
2010,2010-11-22,Doncamatic (feat. Daley),"['Gorillaz', 'Daley']",7twVmetQlugzgUqdMNjdJ4
2010,2010-09-07,Breathe Again,['Sara Bareilles'],0UgmLwOrTeOCUNwV07a5AD
2010,2010-10-12,Immaculate Misconception,['Motionless In White'],2SEEXKberdYHCiKCAoUXyF
2010,2010-01-01,Southern State Of Mind,['Darius Rucker'],6NGqtkp6zbRmQnbRTehplQ
2010,2010-06-29,Nevergreen,['Emancipator'],6DsGpDGIDRv8EFGgW10T1p
2010,2010-06-15,Who Built the Moon,['Shinyribs'],74AGKeviSXmSHtRhgJLblx
2010,2010-08-25,Cracks - Flux Pavilion Remix,"['Freestylers', 'Belle Humble', 'Flux Pavilion']",2grynUHH0A3faPhGjdkjeJ
2010,2010-08-13,Back In The Day,['Mac Miller'],3ycf2bdoyYW6KFX0PL9NDO
2010,2010-01-01,Thank Me Now,['Drake'],3cBUv0RIoEyAm2b7qimEY6
2010,2010-11-19,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)","['Calle 13', 'Totó La Momposina', 'Susana Baca', 'Maria Rita']",1xuYajTJZh8zZrPRmUaagf
2010,2010,¿Por Que Te Demoras?,['Plan B'],6nAlJuLlRlpAcq30xIqKJs
2010,2010-01-12,White Sky,['Vampire Weekend'],1W2ox3KxfTEQfO5NdOaK7E
2010,2010-01-01,Sueña,['Intocable'],7EjNvqolyU8YKutApPPwXe
2010,2010-04-05,Someday Soon,['Harlem'],7JpyVb9xf29fLq2yYfMvl3
2010,2010-06-22,The Fire,"['The Roots', 'John Legend']",1iP5UMdOsGz6EdltGbbcb7
2010,2010-01-01,El Doctorado - Remix,"['Tony Dize', 'Don Omar', 'Ken-Y']",4BMB6FzHBD7QS9qKZz4llG
2010,2010-01-01,Move Your Body,['My Darkest Days'],29JkmIEHcUg0R4BQ8o4PmJ
2010,2010-01-01,Trunk Muzik,['Yelawolf'],5siN7pZMRXaTQD61g1F3qD
2010,2010,Too Young to Burn,['Sonny & The Sunsets'],2wygBuUWMXrQujBBlwhDCL
2010,2010-02-19,Irresistible,['La Fe Norteña De Toño Aranda'],6I6hvKYz9xpn7r9b3HmWqY
2010,2010-08-13,Outside,['Mac Miller'],3O4d6DrxBDBgPxel0ANiHE
2010,2010-08-02,Te Amo Y Te Amo,['La Adictiva Banda San José de Mesillas'],7By4VuCmrWOYVw0EnPt4bC
2010,2010-12-03,You Are,['Charlie Wilson'],4cHoEtaGdRp4b0yUiQjUx5
2010,2010-10-19,The End,['Kings of Leon'],1T76pppCs1bFBcVpRCWzxS
2010,2010-02-26,The Final Countdown,['Europe'],7c5lMuvtz2gddhDyG5MjB6
2010,2010-06-29,Hoy Te Vi Pasar,['Kiko Rodriguez'],0PG9RK1V62OsPRTmwKq566
2010,2010-01-01,Eres Mi Droga,['Intocable'],1iEu0w8EG4xkNpmzzy4SyP
2010,2010-03-03,Glitter Freeze (feat. Mark E Smith),"['Gorillaz', 'Mark E. Smith']",4EJFCpthcrP6oOUUXQZ22Z
2010,2010-01-01,Surf City,['Jan & Dean'],1Oewmmr12xuhgzvUJ9Q0cf
2010,2010-03-16,He Has His Hands On You,['Marvin Sapp'],6oMuxrR8Aq74QG872Pd37Z
2010,2010,Incondicional,['Prince Royce'],5c2DD4J9eIWYwe3O0OuVU1
2010,2010-01-01,"Can't Back Down - From ""Camp Rock 2: The Final Jam""","['Demi Lovato', 'Alyson Stoner', 'Anna Maria Perez de Taglé', 'Char Ligera']",51NrdlQOSTeq0d6U7xRKsz
2010,2010-01-01,Mi Verdadero Amor,"['Grupo Bryndis', 'Los Acosta']",44lvXnHDwiOVMCTxz6kplB
2010,2010-02-26,The Lion Sleeps Tonight,['Tight Fit'],1so85Or3C7J0sBnBOucVBA
2010,2010-01-01,"TRON Legacy (End Titles) - From ""TRON: Legacy""/Score",['Daft Punk'],0mHayzmzEB485RkUCETcCL
2010,2010-06-18,You’re Never Over,['Eminem'],1v54pVfqtSC7KbTu2C2pnM
2010,2010-02-26,It's Raining Men,['The Weather Girls'],5TgD3Wh5ZUZnUU4tmVvJbx
2010,2010-05-21,Desire Be Desire Go,['Tame Impala'],1jn1tS8R58gpxfgGNyRQph
2010,2010-05-20,Psychic City - Classixx Remix,"['YACHT', 'Classixx']",1GdkQKNGLMtPaUvtcjOeSj
2010,2010-01-01,What You Mean to Me,['Christopher Wilde'],6hXYNf8WmAI8SOhEzohUrn
2010,2010-05-21,Witchcraft,['Pendulum'],4Y2glvLjQGOb4dXnwm1hQf
2010,2010-08-20,Another Way to Die,['Disturbed'],3EZAnO8lnPCBCcJcwAZbEB
2010,2010-10-19,Wolf Like Me,['Local H'],3N3mn46tu41qqjT5sSqJ29
2010,2010,Girls Like You,['The Naked And Famous'],5mEyCUtI36Jmu2KNQQ4jaw
2010,2010-11-09,We Need A Little Christmas,['Glee Cast'],6wGPPtI5As8cXAGa3NYo6T
2010,2010-06-08,Animus Vox,['The Glitch Mob'],4c9FIjxXYYEyD9iH02fvbu
2010,2010-10-25,Innocent,['Taylor Swift'],5GPwN5iZ9ZMSXAkppj4Uvv
2010,2010-01-01,Say It Right,['Nelly Furtado'],5qRoxgyvBkvgvOo20wtPhS
2010,2010-06-28,Been Around,['Cody Jinks'],5ynCKGowYXsQ5yq8ylEwjS
2010,2010-11-05,Party Poison,['My Chemical Romance'],1RT6zSjs59gJdFfUshT465
2010,2010-01-01,Solar Sailer,['Daft Punk'],0Jc2SfIHv63JNsUZpunh54
2010,2010-11-02,Just Passing Through,['Jason Aldean'],1truk7ew9nRnUrcR2c1AbL
2010,2010-10-12,The Last Time,['All That Remains'],47fPXkWBYmYLcRCGrXgoYq
2010,2010-08-20,Asylum,['Disturbed'],3VZWVvHjzkG60FyVUkTcy5
2010,2010-11-09,The Mood,['Kid Cudi'],4yCuBvbBvoJ9eVE7QB2Rkg
2010,2010-05-21,Expectation,['Tame Impala'],4m3GHOgCNZMv0we7H9j8Y8
2010,2010-03-30,Bass Head,['Bassnectar'],7Em0GU0uX7BzhIzy7V5D9I
2010,2010-01-01,Lights - Single Version,['Ellie Goulding'],5aTsxlQlq0vIedDWZoqMWN
2010,2010-01-01,Dirty Dancer,"['Enrique Iglesias', 'Usher']",1XS0Gyb2YyUgoxa8O67emr
2010,2010-08-13,Good Evening,['Mac Miller'],4mct0q2LFayahb3ZNplTls
2010,2010-01-01,En Cambio Tú,['Tierra Cali'],6bdCSQbpTMcXv1CYGGa8Ea
2010,2010-05-25,El Hornazo,['Cartel De Santa'],1OVQPo2Judn56c8VnUW9dT
2010,2010-01-01,Don’t Stop The Party,['Black Eyed Peas'],61s24wRVyG7NP9m7EjdDKL
2010,2010,El Trokero Lokochon,['Gerardo Ortiz'],6wMYwA7VyjkvTFUPj2LgyB
2010,2010-05-11,Love Of My Life (An Ode To Hip Hop) - Longer Album Version,"['Erykah Badu', 'Common']",0ieS2bue78yadTdPiyzsaO
2010,2010-01-01,When I Look At You,['Miley Cyrus'],6WLArSQvdGhiuTgyoX7HkB
2010,2010-01-01,Amor Prohibido,['Selena'],7ii1YH0rOmpoRfH9HyY8To
2010,2010-10-11,I Can't Stop,['Flux Pavilion'],03EuhmMsEHVFI9ytainStU
2010,2010-04-29,Nueve Caballos,['Grupo Laberinto'],56Q4Pa6bmrha1zzAeJpfpH
2010,2010,More Than Miles,['Brantley Gilbert'],28ov70yrukmJDAFtiThdTS
2010,2010-08-31,My Heart Skips A Beat,['Buck Owens'],1jGa3ZVWNhqes22ZoVBfOJ
2010,2010-09-14,Ignorance Is Bliss,['Kendrick Lamar'],53mCo1wDJ12iZNq9LgIeg2
2010,2010-09-28,Duck Blind,"['The Bone Collector', 'Dallas Davidson', 'Rhett Akins']",6hKvK7swwDzk4QTe5up27l
2010,2010-08-24,Last Friday Night (T.G.I.F.),['Katy Perry'],3KoTtGEDiBwUWzdRQVh9lh
2010,2010-05-04,Move,['MercyMe'],4LyO5F0qQrST8XIVEPPk6P
2010,2010,Red Is The Rose,['The High Kings'],4nqisfhqUZXEN5g2XeJBAt
2010,2010-01-01,Niña Bonita,['Chino & Nacho'],6ZSDlUMlHhPQLE3AshNJU2
2010,2010-01-01,To The Sea,['Jack Johnson'],27uOuxKlQE9c1i4bh89Wg5
2010,2010-11-25,Chickin Lights And Chrome,['Jesse Watson'],0Mm0pCGU86zfCp3LF2qsfj
