billboard,billboard_year,billboard_date,peak_position,weeks_on_chart,artist,feat_artist,artist_uri,artist_popularity,artist_followers,artist_genre,song,track_uri,track_popularity,album_name,release_date,release_year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,-,-,-,-,Disturbed,-,3TOqt5oJwL9BE2NG9MEwDa,71,5510321,"alternative metal, nu metal, rap metal",Stupify,54cWVWqgyFukgDKQYmaKM3,56,The Sickness (10th Anniversary Edition),3/12/2010,2010,44632,0.597,0.939,1,-3.001,1,0.0446,0.00108,9.77E-05,0.201,0.422,98,4
0,-,-,-,-,Disturbed,-,3TOqt5oJwL9BE2NG9MEwDa,71,5512147,"['alternative metal', 'nu metal', 'rap metal']",The Animal,1HD8mFfpSGLJnwv6UTLaIv,54,Asylum (Deluxe Edition),8/20/2010,2010,253813,0.402,0.95,8,-3.235,1,0.169,0.000438,0.000185,0.0573,0.277,193.95,4
0,-,-,-,-,Disturbed,-,3TOqt5oJwL9BE2NG9MEwDa,71,5512147,"['alternative metal', 'nu metal', 'rap metal']",The Curse,2BqtzTiaYgiTmHvMexmBya,44,Indestructible (Deluxe Edition),4/29/2008,2008,204546,0.566,0.992,8,-3.303,1,0.0721,4.57E-05,0.0964,0.147,0.518,111.983,4
1,2016,3/12/2016,42,20,Disturbed,-,3TOqt5oJwL9BE2NG9MEwDa,71,5510321,"alternative metal, nu metal, rap metal",The Sound Of Silence,1Cj2vqUwlJVG27gJrun92y,71,Immortalized,8/21/2015,2015,44794,0.322,0.28,6,-9.367,0,0.0281,0.468,1.10E-06,0.102,0.175,85.794,4
0,-,-,-,-,Disturbed,-,3TOqt5oJwL9BE2NG9MEwDa,71,5512147,"['alternative metal', 'nu metal', 'rap metal']",The Vengeful One,3jjU4Pky1ja5J1onU6ei4T,65,Immortalized (Deluxe Edition),8/15/2015,2015,252002,0.238,0.967,4,-2.602,0,0.136,0.000213,1.18E-06,0.26,0.58,170.128,4
0,-,-,-,-,Disturbed,-,3TOqt5oJwL9BE2NG9MEwDa,71,5512147,"['alternative metal', 'nu metal', 'rap metal']",Torn,2FxJ7PgxA77B1uKDjz04pa,42,Indestructible (Deluxe Edition),4/29/2008,2008,249306,0.472,0.99,5,-3.53,0,0.0696,2.25E-05,0.391,0.131,0.651,134.973,4
0,-,-,-,-,Disturbed,-,3TOqt5oJwL9BE2NG9MEwDa,71,5510321,"alternative metal, nu metal, rap metal",Warrior,2TNPagu8Z4zvDOpmnktF00,62,Asylum (Deluxe Edition),8/20/2010,2010,44793,0.549,0.969,1,-2.763,1,0.049,1.16E-05,0.106,0.104,0.348,101.055,4
0,-,-,-,-,Diviners,-,22lnnGKlaDxk8sfzCNRJuA,48,61254,"['gaming edm', 'pop edm']",Savannah,61lDxV5pn2UdumqMpdxCKG,49,Savannah,11/25/2015,2015,208698,0.652,0.776,0,-3.133,1,0.0392,0.373,1.32E-06,0.0392,0.387,108.077,4
0,-,-,-,-,DJ Antoine,-,6yTYR09WCvsgdnurDW4WQo,63,525477,"dance pop, pop dance, pop rap, tropical house",In My Dreams - Short Edit,7prH5ApalzmfFJTvXDbvK8,22,In My Dreams,5/28/2009,2009,44709,0.779,0.596,0,-5.583,1,0.0559,0.028,0.00119,0.183,0.513,129.952,4
0,-,-,-,-,DJ Bobo,-,14dmbYen0AciYxu5n4Fkpd,55,170097,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",Let the Dream Come True,69jRUfC6ZjhiY88OySXqoj,0,Best Of,5/2/2014,2014,241066,0.701,0.868,11,-7.585,0,0.0287,0.0337,0.114,0.291,0.716,141.981,4
0,-,-,-,-,DJ Bobo,-,14dmbYen0AciYxu5n4Fkpd,55,170097,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",Somebody Dance with Me,3cOnQmSQuEUie603kZp82h,0,Best Of,5/2/2014,2014,212893,0.682,0.988,6,-7.11,0,0.0388,0.101,0.00105,0.14,0.649,124.051,4
1,2020,11/14/2020,98,1,DJ Chose,BeatKing,28Jt29jw6Smc3ZkzALTouq,46,42542,houston rap,Thick,0YYNIGKgAk34vZkV2NySie,57,THICK,7/10/2020,2020,44752,0.87,0.752,4,-6.615,1,0.372,0.0352,1.10E-06,0.269,0.591,145.118,4
0,-,-,-,-,DJ Dow Jones,-,2xTdIAHgsz5dqxO8gU8tKE,14,3388,[],Slow Motion,0jI3Bsw6X0UK35UlUWFJX6,0,Da Realest,5/26/2014,2014,244986,0.712,0.662,0,-7.75,0,0.369,0.523,0,0.167,0.89,172.967,4
0,-,-,-,-,DJ Drama,-,5oNgAs7j5XcBMzWv3HAnHG,57,1214383,"dirty south rap, gangster rap, hip hop, houston rap, philly rap, pop rap, rap, southern hip hop, trap",Intro,2emsHMLGBFHEbd6Z2svnF0,12,Trap or Die,6/15/2009,2009,44727,0.46,0.822,4,-5.795,0,0.376,0.425,0,0.697,0.392,108.421,5
1,2013,1/12/2013,89,7,DJ Drama,"2 Chainz, Meek Mill, Jeremih",5oNgAs7j5XcBMzWv3HAnHG,57,1214383,"dirty south rap, gangster rap, hip hop, houston rap, philly rap, pop rap, rap, southern hip hop, trap",My Moment,39qSXklPEyvZRzMwU1yZkg,0,Quality Street Music,10/2/2012,2012,44836,0.456,0.76,1,-3.015,0,0.0988,0.0337,0,0.228,0.189,148.063,4
1,2011,8/13/2011,95,3,DJ Drama,"Fabolous, Roscoe Dash, Wiz Khalifa",5oNgAs7j5XcBMzWv3HAnHG,57,1214383,"dirty south rap, gangster rap, hip hop, houston rap, philly rap, pop rap, rap, southern hip hop, trap",Oh My,2DdZxS6i8xT4U5xDAw1tRU,0,Third Power,10/11/2011,2011,44835,0.61,0.767,10,-6.087,0,0.0283,0.0132,0,0.36,0.444,136.034,4
1,2013,3/30/2013,90,1,DJ Drama,"Wale, Tyga, Roscoe Dash",5oNgAs7j5XcBMzWv3HAnHG,57,1214383,"dirty south rap, gangster rap, hip hop, houston rap, philly rap, pop rap, rap, southern hip hop, trap",So Many Girls,0TQWWlESnqFsTfPGdCS6xa,0,Quality Street Music,10/2/2012,2012,44836,0.602,0.866,6,-3.111,0,0.076,0.193,0,0.0695,0.586,145.059,4
0,-,-,-,-,DJ Drama,Drake and Future,5oNgAs7j5XcBMzWv3HAnHG,57,1215007,"['dirty south rap', 'gangster rap', 'hip hop', 'houston rap', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",We In This 1.5,4U5ZMiy7JRhgfh2AC2UX3h,0,Quality Street Music,10/2/2012,2012,201973,0.402,0.839,4,-4.921,0,0.119,0.169,0,0.442,0.525,153.985,4
1,2016,10/1/2016,77,14,DJ Drama,"Chris Brown, Skeme, Lyquin",5oNgAs7j5XcBMzWv3HAnHG,57,1214383,"dirty south rap, gangster rap, hip hop, houston rap, philly rap, pop rap, rap, southern hip hop, trap",Wishing,4vNeJ6DoAlTPzoYO9W4mJH,0,Quality Street Music 2,7/22/2016,2016,44764,0.477,0.647,3,-4.657,0,0.343,0.0872,0,0.119,0.549,109.879,4
1,2017,1/14/2017,50,20,DJ ESCO,"Future, Lil Uzi Vert",2J0JN7EFN10G1Tty6hX0AN,47,278889,"atl hip hop, rap, southern hip hop, trap",Too Much Sauce,5oyUurs28XRagLa8lgm6V3,58,Too Much Sauce (feat. Future & Lil Uzi Vert),8/19/2016,2016,44792,0.96,0.547,6,-6.992,0,0.0786,0.0496,0,0.216,0.186,121.01,4
1,2008,1/5/2008,41,18,DJ Felli Fel,"Diddy, Akon, Ludacris, Lil Jon",7sHWvTWufU865WrWckjyE0,44,23231,['pop rap'],Get Buck In Here,5zN3VFmNhdOKxRElarvVq5,59,Get Buck In Here,10/4/2007,2007,229493,0.639,0.709,3,-6.386,0,0.332,0.191,0,0.0758,0.376,104.964,4
0,-,-,-,-,DJ Holiday,Quavo & 21 Savage,6Q4MFlysvdbBeEhoKgAUbY,32,8072,['atl trap'],2 Seater,0N9aO27StVncd3rCpMuOpB,0,2 Seater (feat. Quavo & 21 Savage),8/3/2018,2018,158796,0.887,0.573,0,-4.633,0,0.251,0.332,0,0.143,0.237,133.026,4
1,2010,3/13/2010,24,24,DJ Khaled,"T-Pain, Ludacris, Snoop Dogg, Rick Ross",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",All I Do Is Win,6u5M4jPpYkoRV4vVHDQvkd,0,Victory,3/2/2010,2010,227293,0.549,0.791,10,-3.535,1,0.133,0.0104,0,0.444,0.292,150.093,4
1,2021,5/15/2021,84,1,DJ Khaled,Cardi B,0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Big Paper,2ES75ADP1RR9TQmYqtDtyB,44,KHALED KHALED,4/30/2021,2021,159537,0.725,0.638,1,-4.906,1,0.204,0.00838,0,0.104,0.316,119.795,5
1,2021,5/15/2021,79,1,DJ Khaled,"Bryson Tiller, Lil Baby, Roddy Ricch",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Body In Motion,1IZGMPe57hATuLJgmMR4eP,64,KHALED KHALED,4/30/2021,2021,306193,0.669,0.687,6,-5.782,0,0.12,0.009,0,0.508,0.335,91.969,4
1,2019,6/1/2019,52,1,DJ Khaled,"Travis Scott, Post Malone",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Celebrate,0b6UoVjUzFyZNpHI0aAhKt,56,Father Of Asahd,5/17/2019,2019,44698,0.362,0.714,9,-3.07,0,0.0835,0.269,0,0.21,0.309,67.4,4
1,2017,1/7/2017,27,20,DJ Khaled,"Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future, Rick Ross",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Do You Mind,4VJ7mnW4wjjIgPBM6KWvPu,57,Major Key,8/5/2016,2016,325614,0.412,0.548,10,-6.981,1,0.243,0.0173,0,0.181,0.176,81.293,4
1,2017,7/15/2017,68,1,DJ Khaled,"Calvin Harris, Travis Scott, Jeremih",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Don't Quit,6LOCAhFzZiavHcLJucLuDy,46,Grateful,6/22/2017,2017,44734,0.652,0.827,7,-3.98,0,0.0445,0.015,0,0.432,0.659,100.011,4
1,2021,5/15/2021,20,20,DJ Khaled,"Lil Baby, Lil Durk",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Every Chance I Get,1EJIcDYXwSqipW5dFe4uJz,77,KHALED KHALED,4/30/2021,2021,44681,0.477,0.727,2,-4.053,1,0.286,0.000866,0,0.108,0.227,150.062,4
1,2016,10/1/2016,13,20,DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",For Free,4JDZl9nKIAhAhDjw753u4X,54,For Free (feat. Drake),6/17/2016,2016,44729,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11E-06,0.153,0.498,103.521,4
0,-,-,-,-,DJ Khaled,-,0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Future,3YrcUQYqtaBcbgjOXI5FZv,27,We The Best Forever,7/19/2011,2011,335520,0.629,0.794,1,-4.174,1,0.256,0.0958,0,0.27,0.325,151.029,4
1,2020,10/10/2020,8,15,DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Greece,35RJhm1pEovTBwnNR0zWad,74,GREECE (feat. Drake),7/16/2020,2020,44758,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04E-06,0.107,0.229,85.84,4
1,2019,6/1/2019,21,2,DJ Khaled,"Nipsey Hussle, John Legend",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Higher,6O10oTtZIZ4DkkUqyfCbrR,51,Father Of Asahd,5/17/2019,2019,44698,0.351,0.956,7,-1.996,1,0.245,0.0949,0,0.226,0.446,83.655,4
1,2015,1/10/2015,39,20,DJ Khaled,"Chris Brown, August Alsina, Future, Jeremih",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Hold You Down,2Ima72UXnfvR539afL3SAF,59,I Changed A Lot (Deluxe),10/23/2015,2015,44836,0.525,0.681,6,-4.158,0,0.0683,0.195,0,0.141,0.437,151.875,3
1,2016,8/20/2016,84,1,DJ Khaled,"Big Sean, Kendrick Lamar, Betty Wright",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Holy Key,4o1zYFH5QWKu3E4MiC6lgE,42,Major Key,8/5/2016,2016,281979,0.413,0.928,9,-3.671,1,0.321,0.106,0,0.331,0.469,83.203,4
1,2015,5/30/2015,68,15,DJ Khaled,"Chris Brown, Lil Wayne, Big Sean",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",How Many Times,3uqez7AQId9NZ15UF9QW9M,45,"How Many Times (feat. Chris Brown, Lil Wayne & Big Sean)",6/25/2015,2015,44737,0.798,0.704,10,-4.317,0,0.199,0.0937,0,0.308,0.867,116.016,4
1,2021,5/15/2021,43,2,DJ Khaled,"Post Malone, Megan Thee Stallion, Lil Baby, DaBaby",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",I Did It,20GrahbI4AzAOWxpYfDKkf,70,KHALED KHALED,4/30/2021,2021,44681,0.757,0.721,4,-2.906,0,0.0691,0.00196,0,0.647,0.364,124.036,4
1,2016,10/1/2016,30,17,DJ Khaled,"Jay-Z, Future",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",I Got The Keys,51Nwg5wCDDiqcTntgJUlLo,49,I Got the Keys (feat. Jay-Z & Future),7/4/2016,2016,219758,0.686,0.623,1,-3.425,1,0.13,0.00287,0.00145,0.219,0.176,140.171,4
1,2012,7/21/2012,78,2,DJ Khaled,"Kanye West, Rick Ross",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",I Wish You Would,0n0HybfiBU3YDQNVtWugtm,47,Kiss The Ring (Deluxe),8/21/2012,2012,237346,0.705,0.873,5,-1.311,1,0.0504,0.0497,0,0.342,0.619,141.973,4
1,2011,10/1/2011,10,23,DJ Khaled,"Drake, Rick Ross, Lil Wayne",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",I'm On One,608a1wIsSd5KzMEqm1O7w3,70,We The Best Forever,7/19/2011,2011,296146,0.413,0.807,11,-3.499,0,0.318,0.0536,0,0.631,0.438,149.33,4
1,2008,1/5/2008,19,20,DJ Khaled,"T-Pain, Trick Daddy, Rick Ross, Plies",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",I'm So Hood,5yQ5zgym9rMot8uSl8Int6,22,We The Best,6/12/2007,2007,44724,0.718,0.886,9,-3.197,0,0.0784,0.0197,0,0.198,0.528,131.055,4
1,2017,10/14/2017,1,22,DJ Khaled,"Justin Bieber, Quavo, Chance The Rapper, Lil Wayne",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",I'm The One,1jYiIOC5d6soxkJP81fxq2,66,Grateful,6/22/2017,2017,44734,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,4
1,2019,6/1/2019,57,1,DJ Khaled,"Chris Brown, Lil Wayne, Big Sean",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Jealous,6Dq8FZrvx9S28iyaKSwn9x,57,Father Of Asahd,5/17/2019,2019,44698,0.614,0.685,10,-3.684,1,0.147,0.0133,0,0.313,0.61,94.9,4
1,2019,6/1/2019,43,13,DJ Khaled,SZA,0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Just Us,0BnTBAGmr9FtYwkZrwKhwS,63,Father Of Asahd,5/17/2019,2019,44698,0.639,0.859,9,-2.758,0,0.147,0.135,0,0.129,0.566,93.132,4
1,2021,5/15/2021,54,2,DJ Khaled,"Justin Bieber, 21 Savage",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Let It Go,1cEhrSF6EylAEqdhUGuNpX,69,KHALED KHALED,4/30/2021,2021,44681,0.877,0.444,8,-7.547,1,0.172,0.24,0,0.169,0.658,129.06,4
1,2018,10/13/2018,5,15,DJ Khaled,"Justin Bieber, Chance The Rapper, Quavo",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",No Brainer,5WvAo7DNuPRmk4APhdPzi8,67,No Brainer,7/27/2018,2018,44769,0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,5
1,2013,5/11/2013,37,19,DJ Khaled,"Drake, Rick Ross, Lil Wayne",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",No New Friends (SFTB Remix),04a1HkNH7LFsG5mEiLN7vl,56,Suffering From Success,10/22/2013,2013,308333,0.703,0.681,2,-6.356,1,0.133,0.00589,0,0.449,0.245,124.928,4
1,2017,7/15/2017,88,1,DJ Khaled,"Travis Scott, Rick Ross, Big Sean",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",On Everything,7lxZbmtC6SkUc2yXBgDOdO,36,Grateful,6/22/2017,2017,44734,0.542,0.755,1,-3.68,1,0.0614,0.0232,0,0.225,0.267,168.22,4
1,2008,10/11/2008,38,15,DJ Khaled,"Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy, Lil' Boosie",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Out Here Grindin,4F0sMzz8L5EE8ly9o3evIq,51,"Out Here Grindin' (Feat. Akon, Lil Boosie, Plies, Ace Hood, Trick Daddy & Rick Ross)",7/8/2008,2008,261133,0.633,0.842,11,-1.928,1,0.183,0.0114,0,0.179,0.336,176.029,4
1,2020,10/10/2020,3,19,DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Popstar,6EDO9iiTtwNv6waLwa1UUq,75,POPSTAR (feat. Drake),7/17/2020,2020,44759,0.8,0.56,5,-4.818,0,0.261,0.057,0,0.134,0.45,163.071,4
1,2017,3/11/2017,57,14,DJ Khaled,"Beyonce, JAY Z",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Shining,7Fa5UNizycSms5jP3SQD3F,53,Grateful,6/22/2017,2017,44734,0.768,0.807,2,-5.508,0,0.106,0.053,2.99E-06,0.214,0.575,112.001,4
1,2021,5/15/2021,30,1,DJ Khaled,"Nas, JAY-Z, James Fauntleroy",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Sorry Not Sorry,619eY8TTkY1nNAsOMcBrMN,20,KHALED KHALED,4/29/2021,2021,44680,0.385,0.539,3,-8.072,0,0.111,0.136,0,0.116,0.27,148.297,4
1,2012,4/21/2012,58,20,DJ Khaled,"Chris Brown, Rick Ross, Nicki Minaj, Lil Wayne",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Take It To The Head,6yOGrvkrcv5SbgzMkox2p8,39,YMCMB anthology,2/27/2012,2012,264760,0.709,0.849,11,-2.348,0,0.0725,0.00192,0,0.336,0.649,142.014,4
1,2021,5/15/2021,100,1,DJ Khaled,"Lil Wayne, Jeremih",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Thankful,5suOUHDyRxvWDYF5GA6dly,47,KHALED KHALED,4/30/2021,2021,44681,0.352,0.758,9,-2.491,0,0.0434,0.536,0,0.161,0.653,84.281,4
1,2017,6/24/2017,53,4,DJ Khaled,Drake,0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",To The Max,2of5xn0GU0TdFneR1saRLH,46,Grateful,6/22/2017,2017,44734,0.461,0.812,10,-5.776,0,0.241,0.0184,0.000375,0.21,0.72,159.869,4
1,2018,3/17/2018,22,7,DJ Khaled,"Jay-Z, Future, B",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Top Off,1W6wxOOYyJyyok8fqYSZ3m,51,"Top Off (feat. JAY Z, Future & BeyoncÃÂ©)",3/2/2018,2018,230712,0.573,0.591,11,-6.715,0,0.331,0.0107,0,0.455,0.232,86.721,5
1,2019,6/1/2019,91,1,DJ Khaled,"Meek Mill, Lil Baby",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Weather The Storm,6xVhqLT40s5sVhepe9Mckc,49,Father Of Asahd,5/17/2019,2019,44698,0.515,0.802,2,-2.655,0,0.283,0.18,0,0.241,0.279,76.069,4
1,2011,3/12/2011,79,7,DJ Khaled,"Rick Ross, Plies, Lil Wayne, T-Pain",0QHgL1lAIqAw0HtD7YldmP,76,7714027,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Welcome To My Hood,2NYYUTe0vuU5Tq4smECz71,52,We The Best Forever,7/19/2011,2011,430733,0.585,0.815,7,-4.203,1,0.228,0.0221,0,0.14,0.541,140.077,4
1,2017,10/14/2017,2,21,DJ Khaled,"Rihanna, Bryson Tiller",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Wild Thoughts,45XhKYRRkyeqoW3teSOkCM,65,Grateful,6/22/2017,2017,44734,0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621,4
1,2019,10/12/2019,19,15,DJ Khaled,"Cardi B, 21 Savage",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",Wish Wish,1Hd2XLitkt1PYCWSbfF5qV,60,Father Of Asahd,5/17/2019,2019,44698,0.861,0.666,8,-5.18,0,0.343,0.00218,0,0.272,0.853,145.041,4
1,2019,6/1/2019,44,4,DJ Khaled,"Meek Mill, J Balvin, Lil Baby, Jeremih",0QHgL1lAIqAw0HtD7YldmP,76,7709526,"dance pop, dirty south rap, hip hop, miami hip hop, pop, pop rap, rap, southern hip hop, trap",You Stay,4U6ubKsTd8RBDP5tPPhh7I,56,Father Of Asahd,5/17/2019,2019,44698,0.479,0.63,7,-5.628,0,0.133,0.0314,0,0.073,0.227,117.988,5
1,2008,5/24/2008,56,5,DJ Laz,"Flo Rida, Casely",5REF3rMSUd6bSRwgV09dzQ,40,20478,"['bass music', 'miami bass', 'miami hip hop', 'pop rap']",Move Shake Drop,4e5IMo6PsFM3685ZY0wvEQ,55,Move Shake Drop,4/15/2008,2008,190573,0.805,0.871,7,-3.684,1,0.0761,0.0051,0,0.149,0.613,127.964,4
1,2016,3/12/2016,78,10,DJ Luke Nasty,-,1yZwlOVsfrp4wb6d29KkGM,48,123711,"['north carolina hip hop', 'trap']",Might Be,7KLB6Jptw9wyQXkSLiO8qh,50,Might Be - Single,9/8/2015,2015,210703,0.448,0.782,9,-6.766,0,0.458,0.378,0,0.114,0.694,74.037,4
1,2017,1/14/2017,71,8,DJ Luke Nasty,-,1yZwlOVsfrp4wb6d29KkGM,48,123663,"north carolina hip hop, trap",OTW,5qi7piHIt9zwTYYBnIvfNZ,56,Highway Music: Stuck In Traffic,5/13/2016,2016,44694,0.743,0.651,6,-5.974,1,0.0646,0.0143,0,0.079,0.467,82.022,4
0,-,-,-,-,DJ Quik,-,0b2XeWDPeBiLeskT6RFqMb,53,727780,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'popping', 'rap', 'southern hip hop', 'west coast rap']",California,03PpdID0NKPVUrRtHybsE1,12,Trauma,8/4/2009,2009,195800,0.917,0.745,2,-3.012,0,0.266,0.0967,0,0.0839,0.759,98.927,4
0,-,-,-,-,DJ Quik,-,0b2XeWDPeBiLeskT6RFqMb,53,727780,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'popping', 'rap', 'southern hip hop', 'west coast rap']",Pacific Coast Remix,45Wl6lefzP5Z85L9g4xF4D,20,Trauma,8/4/2009,2009,260320,0.812,0.629,7,-4.873,1,0.236,0.13,0,0.0347,0.491,100.055,4
0,-,-,-,-,DJ Snake,-,540vIaP2JwjQb9dm3aArA4,77,7862353,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",4 Life,2cs9NbGdcutSqoy0SEmyuY,41,Encore,8/5/2016,2016,213240,0.551,0.581,6,-5.853,0,0.0415,0.503,1.77E-05,0.119,0.241,129.947,4
0,-,-,-,-,DJ Snake,Lauv,540vIaP2JwjQb9dm3aArA4,77,7862353,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",A Different Way,0Wv5wuenRLI3BcwgT3HPIP,0,A Different Way (with Lauv),9/21/2017,2017,198285,0.781,0.765,8,-4.092,1,0.0385,0.534,0,0.152,0.564,104.987,4
