billboard,billboard_year,billboard_date,peak_position,weeks_on_chart,artist,feat_artist,artist_uri,artist_popularity,artist_followers,artist_genre,song,track_uri,track_popularity,album_name,release_date,release_year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1,2020,10/17/2020,56,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",My Dawg,42Tohunwlh34o0mgxYx5iq,60,SAVAGE MODE II,10/2/2020,2020,181715,0.831,0.532,0,-5.319,0,0.301,0.0652,0,0.464,0.364,140.105,4
0,-,-,-,-,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",No Advance,2kE82JhBcoS7mimFO1SqqX,56,Savage Mode,7/15/2016,2016,276466,0.829,0.357,1,-11.543,1,0.28,0.104,8.35E-05,0.0799,0.0391,108.09,4
1,2020,10/17/2020,71,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",No Opp Left Behind,50I7FNN2rl2rWiNwGxS146,61,SAVAGE MODE II,10/2/2020,2020,194214,0.823,0.703,8,-2.691,1,0.298,0.0161,1.35E-06,0.294,0.26,178.043,4
1,2019,1/5/2019,88,1,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",out for the night,0ZKKJTv21zJpNrKiL0LYyV,56,i am > i was,12/21/2018,2018,137232,0.841,0.695,9,-5.625,1,0.415,0.001,4.26E-05,0.189,0.408,173.368,4
1,2017,11/18/2017,64,3,21 Savage,"Metro Boomin, Offset, Quavo",1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Rap Saved Me,0tdCy39PgWN8LFWu34ORn3,65,Without Warning,10/30/2017,2017,257600,0.845,0.399,1,-7.509,1,0.312,0.00525,0.741,0.102,0.148,143.049,4
1,2017,1/14/2017,74,5,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Red Opps,3cqZH3cqvfbV8wVbvHyPbG,61,Red Opps,5/15/2016,2016,163340,0.703,0.709,9,-6.452,1,0.402,0.00908,0,0.127,0.569,140.998,4
1,2020,10/17/2020,26,2,21 Savage,"Metro Boomin, Young Thug",1URnnhqYAYcrqrcwql10ft,83,11282181,"['atl hip hop', 'rap', 'trap']",Rich Nigga Shit,3ruoIF2UnoXdzK8mR61ebq,76,SAVAGE MODE II,10/2/2020,2020,190331,0.825,0.733,1,-5.625,0,0.0969,0.349,0,0.112,0.62,97.974,4
1,2020,10/17/2020,76,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",RIP Luv,1wGnp7ejkCuXRsehXx0PNP,65,SAVAGE MODE II,10/2/2020,2020,214192,0.63,0.399,5,-9.869,0,0.178,0.105,0.174,0.234,0.0657,183.016,3
0,-,-,-,-,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Run Up the Racks,7vbjH8laThXpcBXeLNPm3M,53,Without Warning,10/30/2017,2017,189800,0.824,0.364,2,-7.635,0,0.121,0.141,0.305,0.195,0.177,153.028,4
1,2020,10/17/2020,9,7,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Runnin,5SWnsxjhdcEDc7LJjq9UHk,77,SAVAGE MODE II,10/2/2020,2020,195906,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4
1,2020,10/17/2020,91,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Said N Done,11XegnWeJHBDtj9IsNwngu,59,SAVAGE MODE II,10/2/2020,2020,231831,0.775,0.566,11,-6.661,1,0.283,0.0381,0.000341,0.127,0.479,160.351,4
1,2020,10/17/2020,32,2,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Slidin,7fxSLnklnayJNBIKntXedZ,65,SAVAGE MODE II,10/2/2020,2020,185036,0.774,0.706,2,-6.494,1,0.355,0.00163,1.28E-06,0.104,0.382,152.891,4
1,2020,10/17/2020,61,1,21 Savage,"Metro Boomin, Young Nudy",1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Snitches & Rats,3WaDoMDQRqDdgtCDLxanpN,56,SAVAGE MODE II,10/2/2020,2020,187772,0.821,0.671,9,-5.893,1,0.18,0.00843,8.50E-05,0.0972,0.494,145.953,4
1,2020,10/17/2020,74,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Steppin On Niggas,7FtZFla3ZH6PqsAJ9MvVCM,56,SAVAGE MODE II,10/2/2020,2020,140832,0.849,0.635,7,-4.068,1,0.254,0.000608,8.44E-06,0.062,0.798,89.484,4
1,2017,1/14/2017,36,21,21 Savage,"Metro Boomin, Future",1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",X,6fwdbPMwP1zVStm8FybmkO,71,Savage Mode,7/15/2016,2016,258880,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,4
0,-,-,-,-,24kGoldn,-,6fWVd57NKTalqvmjRd2t8Z,75,1730505,"cali rap, pop rap",GAMES ON YOUR PHONE,1YTkVMFRNzKojhcPq31Jfs,39,GAMES ON YOUR PHONE,8/30/2019,2019,150946,0.684,0.612,5,-5.624,0,0.0575,0.168,0,0.145,0.542,152.991,4
1,2021,1/16/2021,1,52,24kGoldn,iann dior,6fWVd57NKTalqvmjRd2t8Z,75,1730505,"cali rap, pop rap",Mood,3tjFYV6RSFtuktYl3ZtYcq,37,Mood (feat. iann dior),7/24/2020,2020,140525,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,4
1,2019,11/23/2019,92,1,24kGoldn,-,6fWVd57NKTalqvmjRd2t8Z,75,1730505,"cali rap, pop rap",VALENTINO,6piAUJJQFD8oHDUr0b7l7q,70,DROPPED OUTTA COLLEGE,11/22/2019,2019,179133,0.746,0.717,9,-4.841,0,0.179,0.199,0,0.132,0.523,150.964,4
0,-,-,-,-,2Pac,-,1ZwdS5xdxEREPySFridCfh,78,12933735,"g funk, gangster rap, hip hop, rap, west coast rap",California Love,7DCPsy8KEB4mwcvUGqlhzK,0,California Love,3/11/2011,2011,348000,0.658,0.87,5,-3.019,1,0.0955,0.0275,0,0.656,0.791,91.647,4
0,-,-,-,-,2Scratch,-,02qHcQfJCm2XlAnaJ5a6Rh,61,179642,"bass trap, traprun",Sober,3N5XOukuZ6JCJHoHVRowS7,53,Sober,10/25/2019,2019,264186,0.52,0.506,8,-10.224,0,0.337,0.564,1.27E-05,0.105,0.326,129.225,4
1,2008,1/12/2008,96,2,3 Doors Down,-,2RTUTCvo6onsAnheUk3aL9,68,3724497,"alternative metal, nu metal, pop rock, post-grunge",Citizen/Soldier,7fKsaiVDwKe6VVsiGk48YG,54,3 Doors Down,5/20/2008,2008,232906,0.631,0.821,8,-5.503,1,0.0343,0.0111,0.0156,0.197,0.486,97.003,4
1,2008,3/8/2008,17,29,3 Doors Down,-,2RTUTCvo6onsAnheUk3aL9,68,3724497,"alternative metal, nu metal, pop rock, post-grunge",It's Not My Time,0uybt73QFXaLCoxuVf6fhm,61,3 Doors Down,5/20/2008,2008,241960,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37E-06,0.106,0.309,128.025,4
1,2011,2/19/2011,81,1,3 Doors Down,-,2RTUTCvo6onsAnheUk3aL9,68,3724497,"alternative metal, nu metal, pop rock, post-grunge",When You're Young,6uMPJ3NmW8FfqqNwqjUHrB,50,Time Of My Life,1/18/2011,2011,256013,0.462,0.778,9,-4.365,0,0.0313,0.0226,0,0.108,0.219,77.004,4
0,-,-,-,-,3LAU,Ninja,4YLQaW1UU3mrVetC8gNkg5,57,328315,"edm, electro house, electronic trap, electropop, mashup, pop dance, pop edm, progressive electro house, progressive house, tropical house",Game Time,229MM2St7SnW43nT8ADlG8,53,Game Time,11/30/2018,2018,156631,0.534,0.957,1,-4.025,1,0.0455,8.05E-05,0.758,0.266,0.52,95.046,4
0,-,-,-,-,3LAU,-,4YLQaW1UU3mrVetC8gNkg5,57,328315,"edm, electro house, electronic trap, electropop, mashup, pop dance, pop edm, progressive electro house, progressive house, tropical house",How You Love Me,1nas007nDbzLwDGwvMdz79,53,How You Love Me,3/1/2014,2014,210468,0.496,0.789,1,-3.648,1,0.0839,0.183,0,0.34,0.286,127.961,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",CLAUSTROPHOBIA,2lDKzmnLQo0bz9X8ClB5W1,45,NIGHT SPORTS,5/13/2016,2016,206025,0.642,0.67,10,-6.646,0,0.0477,0.245,0,0.34,0.485,129.97,4
1,2010,6/19/2010,75,1,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",Deja Vu,70sK7T5SzRs6QFHA1LLfrw,40,Streets Of Gold,6/25/2010,2010,184666,0.654,0.817,11,-4.908,0,0.266,0.0816,0,0.41,0.794,127.991,4
1,2010,11/13/2010,87,4,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",Double Vision,3o2ESAMet1zR1aASlzrIxO,49,Streets Of Gold,6/25/2010,2010,190706,0.581,0.888,0,-3.198,1,0.0587,0.0018,0,0.413,0.629,120.041,4
1,2010,3/20/2010,89,2,3OH!3,Neon Hitch,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",Follow Me Down,2FFacXrPdJSPHopIathvd1,35,Almost Alice Deluxe,3/2/2010,2010,203800,0.779,0.671,0,-8.524,1,0.0402,0.00232,0.000291,0.104,0.714,113.036,4
1,2011,1/8/2011,66,1,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",Hit It Again,4ZWiwt6iGdCo31GTZrH39L,7,Viral 00's,12/21/2010,2010,183873,0.592,0.794,4,-3.052,0,0.061,0.00632,4.60E-05,0.209,0.724,147.057,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",House Party,1bCBfnLoSW1eavxfEi3mG4,28,Streets Of Gold,6/25/2010,2010,186493,0.743,0.765,8,-4.252,0,0.166,0.00645,0,0.208,0.84,132.055,4
1,2010,7/17/2010,100,1,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",I Can Do Anything,5jyDUXlAVUh4XJEJIJgapB,33,Streets Of Gold,6/25/2010,2010,190880,0.54,0.906,5,-4.652,0,0.236,0.00247,0,0.368,0.438,169.94,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",I'm Not the One,2yd5awkWGIYfUtIeNDWgrs,37,Streets Of Gold,6/25/2010,2010,247413,0.437,0.796,7,-6.296,0,0.152,0.0656,0,0.268,0.402,151.779,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",I'M SO SAD,59R6x5aocUodgtHHIWoEfJ,41,NEED,8/27/2021,2021,195618,0.674,0.637,8,-3.543,0,0.0357,0.00474,0,0.271,0.565,97.039,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",LAST BREATH,7cEgQDbwwm8LQgFRzGwNJZ,33,NEED,8/27/2021,2021,132187,0.669,0.64,0,-2.563,1,0.291,0.00643,0,0.151,0.882,143.826,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",MAYNE ON A LEASH,7b6PdxuLBvmW4PctKwr42s,30,NEED,8/27/2021,2021,211500,0.636,0.774,5,-4.864,0,0.193,0.0118,0,0.102,0.409,80.04,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",MI CASA,4OFSB9CCv1mQgnYAyg9Ogm,24,NEED,8/27/2021,2021,214038,0.704,0.624,5,-4.432,0,0.0386,0.00248,0,0.139,0.37,129.954,4
1,2010,5/22/2010,9,18,3OH!3,Kesha,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",My First Kiss,17tDv8WA8IhqE8qzuQn707,62,Streets Of Gold,6/25/2010,2010,192440,0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",RICHMAN,1Q1lQKlgXBXWF1Bb8eRvhq,38,WANT (Deluxe),1/16/2009,2009,199600,0.59,0.813,5,-3.543,0,0.342,0.00416,0,0.748,0.517,161.868,4
1,2012,1/21/2012,84,1,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",Set You Free,6aIlQ4EVeyKzGS4lS6GNLY,34,Set You Free,12/27/2011,2011,204188,0.612,0.807,8,-4.14,1,0.106,0.0961,0,0.298,0.617,79.999,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",SKID MARKS,5prdffHf81txY8dsSirBeY,27,NEED,8/27/2021,2021,233790,0.642,0.404,10,-8.243,0,0.0277,0.353,1.35E-06,0.146,0.269,137.808,4
1,2009,10/10/2009,66,12,3OH!3,Katy Perry,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",Starstrukk,1hBM2D1ULT3aeKuddSwPsK,64,WANT (Deluxe),1/16/2009,2009,202666,0.607,0.805,11,-5.579,0,0.0608,0.00175,0,0.231,0.232,139.894,4
0,-,-,-,-,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",TACO TUESDAY,5QeU9pj0wDtGpQXXgzUeVz,23,NEED,8/27/2021,2021,194292,0.74,0.557,10,-6.406,1,0.0363,0.105,0.00279,0.088,0.38,105.957,4
1,2010,6/12/2010,49,2,3OH!3,-,0FWzNDaEu9jdgcYTbcOa4F,61,867802,"dance pop, electropowerpop, modern rock, pop, pop punk, pop rap",Touchin on My,1LjHre9uHSLMuUrKsl6ppX,50,Streets Of Gold,6/25/2010,2010,183106,0.538,0.876,1,-3.559,1,0.139,0.03,0,0.251,0.527,83.949,4
1,2022,4/16/2022,49,5,4*TOWN,-,7jLpPyJ5gQxCvwiBsUfFu6,65,234729,disney,Nobody Like U,4bV5sf2B4hWBBd5HQ8S7KB,79,Turning Red (Original Motion Picture Soundtrack),3/11/2022,2022,160946,0.905,0.631,9,-10.06,0,0.177,0.129,0,0.101,0.751,105.026,4
1,2021,4/17/2021,67,14,42 Dugg,Roddy Ricch,45gHcnDnMC15sgx3VL7ROG,73,655957,"detroit trap, rap, southern hip hop, trap",4 Da Gang,1mAey8kEPmDM2icL56kS9d,73,Free Dem Boyz,4/2/2021,2021,156367,0.87,0.561,7,-10.388,1,0.186,0.0124,0,0.103,0.691,100.458,4
1,2021,10/23/2021,68,9,42 Dugg,Future,45gHcnDnMC15sgx3VL7ROG,73,655957,"detroit trap, rap, southern hip hop, trap",Maybach,2Qt8qG9SWPdtRiaWcPNJRm,68,Free Dem Boyz,5/21/2021,2021,199093,0.735,0.446,5,-10.232,1,0.109,0.0071,1.93E-05,0.173,0.121,150.915,4
1,2022,4/23/2022,79,1,42 Dugg,EST Gee,45gHcnDnMC15sgx3VL7ROG,73,655957,"detroit trap, rap, southern hip hop, trap",Thump Shit,5tLdDm1cVYAH2kk7TyjmdW,72,Last Ones Left,4/8/2022,2022,226362,0.718,0.607,5,-7.307,0,0.185,0.00227,1.32E-06,0.299,0.499,144.93,4
1,2014,10/11/2014,16,20,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Amnesia,1JCCdiru7fhstOIF4N7WJC,65,5 Seconds Of Summer,6/27/2014,2014,237247,0.572,0.499,2,-5.237,1,0.0311,0.0283,0,0.213,0.108,101.593,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Best Years,6LHDP5yKHUIQxeml0YKUQy,61,CALM,3/27/2020,2020,190382,0.295,0.722,2,-4.375,1,0.0425,0.314,0,0.121,0.458,173.372,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Castaway,0Lz17st4A5INY3ZESQhFNK,56,Sounds Good Feels Good (Deluxe),10/23/2015,2015,214679,0.537,0.902,8,-4.468,1,0.0511,0.000821,0,0.0636,0.759,159.998,4
1,2022,4/16/2022,85,3,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",COMPLETE MESS,7EbUb2PW6G9aNi80XWXwQL,60,Me Myself & I,5/11/2022,2022,206361,0.398,0.519,7,-6.926,1,0.0315,0.0573,1.86E-05,0.191,0.133,81.377,4
1,2014,5/31/2014,47,3,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Don't Stop,57MOpbjOIoWMZnstWOtfm6,55,5 Seconds Of Summer,6/27/2014,2014,169935,0.571,0.957,8,-3.468,1,0.0633,0.00209,1.50E-05,0.0425,0.892,149.946,4
1,2019,6/15/2019,48,16,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Easier,2bjUEg4jBtKBlPdNrTAppI,69,CALM,5/23/2019,2019,158098,0.562,0.46,5,-4.173,1,0.259,0.476,0,0.107,0.623,176.055,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Empty Wallets,5kayspK9ep7h9nryvrCsFh,56,Youngblood (Deluxe),6/15/2018,2018,187651,0.591,0.709,1,-4.324,0,0.0431,0.0123,0,0.338,0.441,188.073,4
1,2014,8/2/2014,24,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Everything I Didn't Say,6s74UWM63X9K3koAfU9KUl,46,5 Seconds Of Summer,6/27/2014,2014,180421,0.378,0.914,9,-4.656,1,0.0955,0.0173,0,0.281,0.383,174.94,4
1,2015,9/5/2015,100,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Fly Away,4KpbopdresVvdhe0qUTmj6,46,Sounds Good Feels Good (Deluxe),10/23/2015,2015,212601,0.432,0.887,2,-3.103,1,0.0533,0.000762,0,0.129,0.513,92.531,4
1,2016,8/6/2016,68,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Girls Talk Boys,3AqhGYasXnen5PvLsHL1vc,47,Ghostbusters (Original Motion Picture Soundtrack) [2016],7/15/2016,2016,216093,0.828,0.777,7,-3.356,1,0.0513,0.0901,0,0.0973,0.867,120.04,4
1,2014,12/6/2014,34,2,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Good Girls,5XwIdRXvHTtxH5BmBOSCCM,56,5 Seconds Of Summer,6/27/2014,2014,206423,0.531,0.915,4,-5.215,1,0.0828,0.0131,0,0.119,0.557,141.06,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Heartbreak Girl,556IN8IgPqZORjhmlyAXaP,55,5 Seconds Of Summer,6/27/2014,2014,198374,0.471,0.789,10,-3.62,1,0.0602,0.000962,0,0.0649,0.684,166.99,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",High,3uegDoaCj8IcNAaW3AoZUX,59,CALM,3/27/2020,2020,178261,0.47,0.585,2,-3.051,1,0.0391,0.784,0,0.155,0.597,169.614,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",If Walls Could Talk,0nCVLAhIUrLQ34Vw5vTXNP,60,Youngblood (Deluxe),6/15/2018,2018,182292,0.588,0.79,4,-4.762,0,0.0776,0.00879,0,0.0954,0.499,121.899,4
1,2015,9/19/2015,95,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Jet Black Heart,6U0D8PIh75fnX6T6TWJLxl,60,Sounds Good Feels Good (Deluxe),10/23/2015,2015,221715,0.507,0.85,11,-4.274,0,0.033,0.000163,0,0.0812,0.545,153.957,4
1,2014,7/5/2014,28,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Kiss Me Kiss Me,4Ulq0gMDyMQuwKbM2ocx9x,49,5 Seconds Of Summer,6/27/2014,2014,204620,0.475,0.942,0,-4.775,1,0.0966,0.000252,0,0.101,0.397,150.049,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Lonely Heart,1MAXdOA4Dtz6eJMz0nEq2H,59,CALM,3/27/2020,2020,204029,0.592,0.713,11,-5.566,0,0.0512,0.043,0,0.157,0.261,126.088,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Lover Of Mine,1hUPOCqOukEl03lOs16DtN,66,CALM,3/27/2020,2020,206973,0.545,0.858,11,-2.536,0,0.0406,0.194,0,0.151,0.323,94.041,3
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",More,66vUuzBvVOfMjWnsABs0jm,60,Youngblood (Deluxe),6/15/2018,2018,194128,0.577,0.863,7,-3.613,1,0.0374,0.000979,0,0.0989,0.182,92.039,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",No Shame,5EbidH3lGB30WuDsoR4km6,63,CALM,3/27/2020,2020,192736,0.576,0.807,7,-3.019,1,0.0374,0.0185,2.40E-06,0.0963,0.479,90.932,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Not In The Same Way,4vFQ269uWJUjUKoffU0qUn,60,CALM,3/27/2020,2020,220605,0.687,0.67,0,-3.331,1,0.0444,0.185,0,0.104,0.735,134.975,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Old Me,58qO4dGa5SgNdtvqvpewyz,66,CALM,3/27/2020,2020,186785,0.722,0.62,0,-3.639,1,0.0483,0.313,0,0.26,0.474,127.978,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Red Desert,288li8gcr0oOAHDwAERZHS,63,CALM,3/27/2020,2020,229557,0.501,0.83,9,-4.474,1,0.118,0.0205,2.52E-06,0.0563,0.449,133.927,4
1,2014,4/19/2014,24,20,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,73,5 Seconds Of Summer,6/27/2014,2014,202496,0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,4
1,2015,10/3/2015,22,9,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",She's Kinda Hot,5fsQSDifYpjfbCqvZKPVBj,68,Sounds Good Feels Good (Deluxe),10/23/2015,2015,216454,0.664,0.908,4,-4.806,1,0.0317,0.00182,0,0.109,0.889,118.031,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Talk Fast,1pMrGc8rMC5qx0zMak8tkd,60,Youngblood (Deluxe),6/15/2018,2018,187234,0.803,0.719,4,-3.354,1,0.0474,0.0318,2.88E-05,0.0742,0.608,145.983,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Teeth,3NxWJWftvkstyxvb1pZlFo,65,CALM,3/27/2020,2020,205502,0.745,0.454,3,-2.986,0,0.0392,0.0437,3.47E-06,0.0741,0.43,139.007,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Thin White Lies,4t4OlapTFToGpFKOldh5S2,58,CALM,3/27/2020,2020,182697,0.557,0.858,9,-3.115,0,0.0357,0.016,0,0.0885,0.61,149.969,4
1,2018,3/10/2018,61,1,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Want You Back,2vHfabj6nFebekTYODqntl,64,Youngblood (Deluxe),6/15/2018,2018,173081,0.618,0.867,0,-4.915,1,0.0439,0.00699,1.03E-06,0.202,0.579,98.03,4
0,-,-,-,-,5 Seconds of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Wildflower,6qlcjGJPTZEwR8nf2nSe9C,64,CALM,3/27/2020,2020,220536,0.644,0.768,6,-4.316,1,0.0455,0.174,0,0.469,0.598,108.992,4
1,2019,1/12/2019,7,48,5 Seconds Of Summer,-,5Rl15oVamLq7FbSb0NNBNy,78,8588746,"boy band, dance pop, pop, post-teen pop",Youngblood,2iUXsYOEPhVqEBwsqP70rE,81,Youngblood (Deluxe),6/15/2018,2018,203417,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,4
0,-,-,-,-,50 Cent,-,3q7HBObVc0L8jNeTe5Gofh,81,9017387,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",Animal Ambition,4dJ9N1dZmX5ON6bpEsC334,39,Animal Ambition: An Untamed Desire To Win,6/3/2014,2014,188287,0.544,0.606,9,-5.1,1,0.264,0.451,4.85E-06,0.363,0.238,80.213,4
